PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Michael Jenkins,WR,ATL,28,4500000,0.04,2750000,0.03,-,-,3350000,-,2010
Haloti Ngata,DT,BAL,26,2790000,0.02,1746250,0.01,-,-,3280000,-,2010
Thomas Davis,OLB,CAR,27,3268000,0.04,3268000,0.04,-,-,3268000,-,2010
Stanford Routt,CB,OAK,27,3268000,0.03,3268000,0.03,-,-,3268000,-,2010
Barrett Ruud,LB,TB,27,3268000,0.04,-,-,-,-,3268000,-,2010
Spencer Johnson,DT,BUF,28,3500000,0.03,3500000,0.03,-,-,3250000,-,2010
Marc Colombo,T,DAL,31,3726723,0.03,-,-,-,-,3250000,-,2010
Winston Justice,LT,PHI,25,4537500,0.04,2250000,0.03,-,-,3206000,-,2010
Adam Vinatieri,K,IND,37,2400000,0.02,2250000,0.02,-,-,3205000,-,2010
Geoff Hangartner,G,BUF,28,3250000,0.03,-,-,-,-,3200000,-,2010
Gary Brackett,LB,IND,30,6600000,0.06,-,-,-,-,3200000,-,2010
Sam Bradford,QB,STL,22,13007500,0.12,3200000,0.05,-,-,3200000,-,2010
Owen Daniels,TE,HOU,27,3168000,0.03,3168000,0.03,-,-,3168000,-,2010
Malcom Floyd,WR,SD,28,3168000,0.03,3168000,0.04,-,-,3168000,-,2010
Terrell Owens,WR,CIN,36,4000000,0.04,3166666,0.04,-,-,3166666,-,2010
Chris Myers,C,HOU,28,2750000,0.02,2400000,0.02,-,-,3150000,-,2010
Chris Kemoeatu,G,PIT,27,4000000,0.03,-,-,-,-,3146000,-,2010
Jason Campbell,QB,OAK,28,3140000,0.02,3140000,0.03,-,-,3140000,-,2010
Sam Baker,LT,ATL,25,2700000,0.02,1951250,0.02,-,-,3135000,-,2010
Sebastian Janikowski,K,OAK,32,4000000,0.03,3425000,0.03,-,-,3125000,-,2010
Derrick Harvey,DE,JAC,23,6680000,0.07,1415000,0.02,-,-,3125000,-,2010
Joseph Addai,RB,IND,27,2133000,0.02,2164000,0.02,-,-,3122750,-,2010
Juqua Parker,DE,PHI,32,2560000,0.02,-,-,-,-,3107280,-,2010
Ndamukong Suh,DT,DET,23,12900400,0.1,3100000,0.03,-,-,3100000,-,2010
Joe Haden,CB,CLE,21,8011348,0.09,13092000,0.17,-,-,3092000,-,2010
Billy Volek,QB,SD,0,3000000,0.03,-,-,-,-,3083333,-,2010
Brian Dawkins,S,DEN,36,5400000,0.05,1820000,0.02,-,-,3076000,-,2010
Sage Rosenfels,QB,NYG,32,3000000,0.02,-,-,-,-,3066667,-,2010
DeAngelo Williams,RB,CAR,27,2085000,0.03,2200000,0.03,-,-,3065000,-,2010
Josh Brown,K,STL,31,2840000,0.03,2100000,0.03,-,-,3056176,-,2010
Matt Moore,QB,CAR,26,3043000,0.04,3043000,0.04,-,-,3043000,-,2010
Parys Haralson,DE,SF,26,3000000,0.02,2852500,0.03,-,-,3040000,-,2010
Chris Crocker,S,CIN,30,2500000,0.02,2600000,0.03,-,-,3037500,-,2010
Darrius Heyward-Bey,WR,OAK,23,7650000,0.06,13545000,0.14,-,-,3025000,-,2010
Nick Hardwick,C,SD,28,2920833,0.03,3000000,0.04,-,-,3000000,-,2010
Bryant Johnson,WR,DET,29,3000000,0.02,2600000,0.03,-,-,3000000,-,2010
James Sanders,S,NE,26,3000000,0.03,2400000,0.03,-,-,3000000,-,2010
Takeo Spikes,LB,SF,33,2750000,0.02,2500000,0.02,-,-,3000000,-,2010
Wade Smith,G,HOU,0,3000000,0.03,5250000,0.05,-,-,3000000,-,2010
Will Witherspoon,OLB,TEN,30,3666667,0.04,5000000,0.09,-,-,3000000,-,2010
James Hall,DE,STL,33,2750000,0.02,-,-,-,-,3000000,-,2010
Jerricho Cotchery,WR,NYJ,28,3800000,0.03,1800000,0.02,-,-,2966667,-,2010
Tamba Hali,OLB,KC,26,2430000,0.02,1860000,0.02,-,-,2950000,-,2010
Sione Pouha,DT,NYJ,31,1450000,0.01,-,-,-,-,2930000,-,2010
Mike Patterson,DT,PHI,27,4785714,0.04,2025000,0.03,-,-,2925000,-,2010
Nick Mangold,C,NYJ,26,7175000,0.06,959400,0.01,-,-,2904000,-,2010
Cooper Carlisle,G,OAK,33,3020000,0.02,-,-,-,-,2900000,-,2010
Kevin Burnett,OLB,SD,27,2750000,0.02,1900000,0.02,-,-,2900000,-,2010
Trent Williams,LT,WAS,22,10000000,0.07,5280352,0.04,-,-,2898000,-,2010
Hakeem Nicks,WR,NYG,22,2215000,0.02,3820000,0.04,-,-,2880000,-,2010
Jabar Gaffney,WR,DEN,29,2500000,0.02,-,-,-,-,2875000,-,2010
Erik Coleman,S,ATL,28,2500000,0.02,-,-,-,-,2875000,-,2010
Alex Mack,C,CLE,24,2920000,0.03,6475000,0.08,-,-,2875000,-,2010
Patrick Willis,ILB,SF,25,10000000,0.08,16793000,0.15,-,-,2853000,-,2010
Joey Porter,LB,ARI,33,5833333,0.06,5500000,0.09,-,-,2833333,-,2010
Kenny Britt,WR,TEN,21,1830002,0.02,4769500,0.09,-,-,2818252,-,2010
Olindo Mare,K,SEA,37,2814000,0.02,2814000,0.03,-,-,2814000,-,2010
Vincent Fuller,S,TEN,28,2350000,0.02,-,-,-,-,2806667,-,2010
Corey Williams,DT,DET,30,6433333,0.05,-,-,-,-,2800000,-,2010
Tank Johnson,DT,CIN,28,2837500,0.03,4300000,0.06,-,-,2800000,-,2010
Scott Shanle,LB,NO,30,2850000,0.02,1800000,0.02,-,-,2800000,-,2010
Ellis Hobbs,CB,PHI,27,2799500,0.02,-,-,-,-,2799500,-,2010
Rob Bironas,K,TEN,23,3000000,0.03,1950000,0.04,-,-,2775000,-,2010
Devery Henderson,WR,NO,28,3000000,0.02,-,-,-,-,2775000,-,2010
Ryan Fitzpatrick,QB,BUF,27,2750000,0.02,2365000,0.02,-,-,2755000,-,2010
Ryan Clark,S,PIT,30,3500000,0.03,5000000,0.06,-,-,2750000,-,2010
Donald Lee,TE,GB,30,2970000,0.02,-,-,-,-,2750000,-,2010
A.J. Feeley,QB,STL,33,3000000,0.03,-,-,-,-,2750000,-,2010
Adam Snyder,G,SF,28,2625000,0.02,1750000,0.02,-,-,2750000,-,2010
Chris Baker,TE,SEA,30,2375000,0.02,-,-,-,-,2750000,-,2010
Eugene Monroe,LT,JAC,23,5250000,0.05,7905000,0.12,-,-,2732000,-,2010
Michael Koenen,P,ATL,28,2731000,0.02,2731000,0.03,-,-,2731000,-,2010
Alex Barron,LT,DAL,27,2730750,0.02,2730750,0.03,-,-,2730750,-,2010
Fred Taylor,RB,NE,34,2500000,0.02,2000000,0.02,-,-,2725000,-,2010
Ronald Fields,DT,DEN,28,2500000,0.02,-,-,-,-,2725000,-,2010
Scott Wells,C,GB,29,3000000,0.02,2600000,0.03,-,-,2700000,-,2010
Bobbie Williams,G,CIN,33,2850000,0.03,2700000,0.03,-,-,2700000,-,2010
Johnathan Joseph,CB,CIN,26,1640000,0.02,1675000,0.02,-,-,2677500,-,2010
B.J. Raji,DT,GB,24,5386000,0.04,7787500,0.08,-,-,2667500,-,2010
Stephen Peterman,G,DET,28,3000000,0.02,-,-,-,-,2665000,-,2010
Jabari Greer,CB,NO,28,5500000,0.04,1900000,0.02,-,-,2650000,-,2010
Mathias Kiwanuka,DE,NYG,27,1392000,0.01,1776000,0.02,-,-,2634750,-,2010
Kyle Orton,QB,DEN,27,5810500,0.05,2612000,0.03,-,-,2612000,-,2010
Eric Wood,C,BUF,24,1867000,0.02,4150000,0.04,-,-,2603750,-,2010
Jon Kitna,QB,DAL,37,2650000,0.02,4400000,0.04,-,-,2600000,-,2010
Ryan Longwell,K,MIN,36,2000000,0.01,2000000,0.03,-,-,2600000,-,2010
Russell Okung,LT,SEA,22,8083333,0.07,4000000,0.05,-,-,2600000,-,2010
Jon Beason,ILB,CAR,25,1751760,0.02,1315000,0.02,-,-,2599166,-,2010
Andre Smith,G,CIN,23,7000000,0.07,8623750,0.11,-,-,2591750,-,2010
Chris Redman,QB,ATL,33,2800000,0.02,-,-,-,-,2550000,-,2010
Brent Celek,TE,PHI,25,4875000,0.04,1300000,0.02,-,-,2545450,-,2010
Joshua Cribbs,WR,CLE,27,5165333,0.06,4338500,0.06,-,-,2538500,-,2010
Tyler Brayton,DT,CAR,30,3000000,0.04,3200000,0.04,-,-,2533333,-,2010
Todd Herremans,G,PHI,27,2808333,0.02,1933333,0.02,-,-,2533333,-,2010
Jonathan Stewart,RB,CAR,23,4120000,0.05,1265000,0.02,-,-,2527500,-,2010
Kirk Morrison,LB,JAC,28,2524000,0.02,2524000,0.04,-,-,2524000,-,2010
Tyson Clabo,RT,ATL,28,2521000,0.02,2521000,0.03,-,-,2521000,-,2010
Willie Colon,G,PIT,27,2521000,0.02,2521000,0.03,-,-,2521000,-,2010
Harvey Dahl,G,ATL,29,2521000,0.02,2521000,0.03,-,-,2521000,-,2010
Ray Edwards,DE,MIN,25,2521000,0.02,2521000,0.03,-,-,2521000,-,2010
Roman Harper,SS,NO,27,2521000,0.02,2521000,0.02,-,-,2521000,-,2010
Bernard Pollard,S,HOU,25,2521000,0.02,2521000,0.02,-,-,2521000,-,2010
Stephen Tulloch,ILB,TEN,25,2521000,0.02,2521000,0.05,-,-,2521000,-,2010
Brandon Marshall,WR,DEN,26,2512000,0.02,2512000,0.03,-,-,2512000,-,2010
Luke McCown,QB,JAC,29,3750000,0.04,2500000,0.04,-,-,2500000,-,2010
Chris Carr,CB,BAL,27,2500000,0.02,2000000,0.02,-,-,2500000,-,2010
Alan Faneca,G,ARI,33,2500000,0.02,2500000,0.04,-,-,2500000,-,2010
Jimmy Kennedy,DT,MIN,30,3000000,0.02,2500000,0.03,-,-,2500000,-,2010
Ryan Lilja,C,KC,28,2500000,0.03,-,-,-,-,2493750,-,2010
Benjamin Watson,TE,CLE,29,4000000,0.04,6700000,0.09,-,-,2466666,-,2010
Jason Hanson,K,DET,40,1975000,0.01,-,-,-,-,2450000,-,2010
Lawrence Timmons,ILB,PIT,24,2400000,0.02,1069500,0.01,-,-,2448250,-,2010
Amobi Okoye,DT,HOU,23,3520000,0.03,765000,0.01,-,-,2432500,-,2010
Chris Spencer,G,SEA,28,2420000,0.02,2420000,0.03,-,-,2420000,-,2010
Israel Idonije,DE,CHI,29,3500000,0.03,2400000,0.03,-,-,2400000,-,2010
Keith Brooking,LB,DAL,34,2600000,0.02,2000000,0.02,-,-,2400000,-,2010
Steve Breaston,WR,ARI,27,2396000,0.02,2396000,0.04,-,-,2396000,-,2010
Jared Gaither,T,BAL,24,2396000,0.02,2396000,0.02,-,-,2396000,-,2010
LeRon McClain,FB,BAL,25,2396000,0.02,-,-,-,-,2396000,-,2010
Evander Hood,DE,PIT,23,1774000,0.01,5310000,0.07,-,-,2388353,-,2010
Rob Sims,G,DET,26,3550000,0.03,7176000,0.07,-,-,2376000,-,2010
Vonta Leach,FB,HOU,28,2018750,0.02,1975000,0.02,-,-,2375000,-,2010
Ron Edwards,DT,KC,31,1900000,0.02,-,-,-,-,2350000,-,2010
Will Allen,S,MIA,32,6100000,0.06,1830000,0.02,-,-,2330000,-,2010
Carnell Williams,RB,TB,28,2303400,0.03,2303400,0.03,-,-,2303400,-,2010
Chris Gocong,LB,CLE,26,2000000,0.02,2600000,0.03,-,-,2300000,-,2010
Shaun Hill,QB,SF,30,2000000,0.02,1650000,0.02,-,-,2300000,-,2010
Mark Clayton,WR,STL,28,2277000,0.02,2277000,0.03,-,-,2277000,-,2010
Rolando McClain,ILB,OAK,21,8000000,0.06,2260000,0.02,-,-,2260000,-,2010
Kyle Williams,DT,BUF,27,2880000,0.03,2250000,0.02,-,-,2250000,-,2010
Heath Farwell,ILB,MIN,28,2583333,0.02,2250000,0.03,-,-,2250000,-,2010
Darren Sharper,S,NO,34,2250000,0.02,-,-,-,-,2250000,-,2010
Josh Scobee,K,JAC,28,2000000,0.02,1825000,0.03,-,-,2225000,-,2010
Phillip Merling,DE,MIA,25,1863750,0.02,-,-,-,-,2215000,-,2010
Brady Poppinga,LB,GB,30,2980000,0.02,-,-,-,-,2212500,-,2010
Aaron Maybin,OLB,BUF,22,4920000,0.04,7482500,0.07,-,-,2212500,-,2010
Rex Hadnot,G,ARI,28,3400000,0.03,-,-,-,-,2200000,-,2010
Todd McClure,C,ATL,33,2000000,0.02,1600000,0.02,-,-,2200000,-,2010
Leon Hall,CB,CIN,25,2720000,0.03,995000,0.01,-,-,2187500,-,2010
Moran Norris,RB,SF,32,1666667,0.01,-,-,-,-,2177333,-,2010
Darryl Tapp,DE,PHI,25,3000000,0.03,4176000,0.05,-,-,2176000,-,2010
Bryant McFadden,CB,PIT,28,2500000,0.02,-,-,-,-,2166667,-,2010
Jeff Otah,T,CAR,24,2866000,0.04,1000000,0.01,-,-,2156250,-,2010
Chris Johnson,RB,TEN,24,2420000,0.02,1850000,0.04,-,-,2155002,-,2010
John Kasay,K,CAR,40,2312500,0.03,-,-,-,-,2150000,-,2010
Maurice Morris,RB,DET,30,2333333,0.02,-,-,-,-,2150000,-,2010
Roberto Garza,C,CHI,31,2333333,0.02,1385000,0.02,-,-,2130000,-,2010
Delanie Walker,TE,SF,26,875000,0.01,1765000,0.02,-,-,2125000,-,2010
C.J. Spiller,RB,BUF,23,5134417,0.04,3790000,0.04,-,-,2123333,-,2010
Tim Dobbins,ILB,MIA,27,2633333,0.03,-,-,-,-,2119750,-,2010
Nate Kaeding,K,SD,28,1867857,0.02,-,-,-,-,2100000,-,2010
Chris Clemons,DE,PHI,28,2520000,0.02,1300000,0.02,-,-,2100000,-,2010
Derek Anderson,QB,ARI,27,3625000,0.04,3347500,0.05,-,-,2097500,-,2010
Marcedes Lewis,TE,JAC,26,1485000,0.01,1202500,0.02,-,-,2080000,-,2010
Kelly Jennings,CB,SEA,27,1940000,0.02,1150000,0.01,-,-,2071250,-,2010
Montell Owens,FB,JAC,26,2600000,0.03,1840000,0.03,-,-,2052500,-,2010
Quintin Mikell,S,PHI,29,1000000,0.01,1800000,0.02,-,-,2050000,-,2010
Mat McBriar,P,DAL,31,1700000,0.01,1550000,0.01,-,-,2050000,-,2010
Brad Meester,C,JAC,33,2500000,0.02,1800000,0.03,-,-,2050000,-,2010
Dan Orlovsky,QB,HOU,27,3050000,0.03,-,-,-,-,2050000,-,2010
Michael Griffin,FS,TEN,25,2300000,0.02,1079000,0.02,-,-,2025252,-,2010
Justin Harrell,DT,GB,26,2417833,0.02,958375,0.01,-,-,2018375,-,2010
Branden Albert,LT,KC,25,3160000,0.03,742500,0.01,-,-,2017500,-,2010
Correll Buckhalter,RB,DEN,31,2425000,0.02,-,-,-,-,2010000,-,2010
Justin Bannan,DT,DEN,31,4400000,0.04,-,-,-,-,2004000,-,2010
Jamaal Charles,RB,KC,23,4661667,0.05,8470000,0.1,-,-,2003333,-,2010
Patrick Crayton,WR,SD,31,3500000,0.03,-,-,-,-,2000000,-,2010
Leroy Hill,LB,SEA,27,6000000,0.05,-,-,-,-,2000000,-,2010
Chris Hoke,T,PIT,34,1500000,0.01,-,-,-,-,2000000,-,2010
Andra Davis,LB,BUF,22,2200000,0.02,2000000,0.02,-,-,2000000,-,2010
Maake Kemoeatu,DT,WAS,31,3650000,0.03,1987500,0.01,-,-,1987500,-,2010
Jim Leonhard,S,NYJ,27,1958333,0.02,1625000,0.02,-,-,1958333,-,2010
Dustin Keller,TE,NYJ,25,2350000,0.02,1120000,0.01,-,-,1956875,-,2010
Joselio Hanson,CB,PHI,29,4200000,0.04,-,-,-,-,1955000,-,2010
Chris Williams,G,CHI,25,2546000,0.02,740000,0.01,-,-,1953000,-,2010
Jacques Cesaire,DE,SD,30,1150000,0.01,-,-,-,-,1950000,-,2010
Frank Omiyale,T,CHI,27,2875000,0.03,-,-,-,-,1950000,-,2010
Anthony Spencer,OLB,DAL,26,1490600,0.01,1041000,0.01,-,-,1936000,-,2010
Tyson Alualu,DE,JAC,23,4379800,0.04,3410000,0.05,-,-,1935000,-,2010
Mewelde Moore,RB,PIT,28,1650000,0.01,-,-,-,-,1925000,-,2010
Neil Rackers,K,HOU,34,2050000,0.02,-,-,-,-,1915000,-,2010
Brodrick Bunkley,DT,PHI,26,2916667,0.02,625000,0.01,-,-,1910000,-,2010
Artis Hicks,G,WAS,31,2601667,0.02,-,-,-,-,1905000,-,2010
Patrick Chung,SS,NE,23,1250000,0.01,1405000,0.02,-,-,1905000,-,2010
Aaron Ross,CB,NYG,27,2700000,0.02,906000,0.01,-,-,1904000,-,2010
LaDainian Tomlinson,RB,NYJ,31,2600000,0.02,2775500,0.03,-,-,1900500,-,2010
David Akers,K,PHI,35,1758000,0.01,250000,0,-,-,1900000,-,2010
Antwaan Randle El,WR,PIT,31,2333333,0.02,2500000,0.03,-,-,1900000,-,2010
Stephen Gostkowski,K,NE,26,3151800,0.03,5100000,0.06,-,-,1900000,-,2010
Nate Washington,WR,TEN,27,4466667,0.04,1000000,0.02,-,-,1900000,-,2010
Dominique Rodgers-Cromartie,CB,ARI,24,2505750,0.02,830000,0.01,-,-,1890000,-,2010
Fabian Washington,CB,BAL,27,1886500,0.02,1775530,0.01,-,-,1886500,-,2010
Anthony Fasano,TE,MIA,26,2925333,0.03,3276000,0.04,-,-,1876000,-,2010
Mario Haggan,LB,DEN,30,1373333,0.01,-,-,-,-,1873333,-,2010
Leodis McKelvin,CB,BUF,24,3880000,0.03,696250,0.01,-,-,1862084,-,2010
Ernie Sims,OLB,PHI,25,3330000,0.03,1850000,0.02,-,-,1850000,-,2010
Demorrio Williams,LB,KC,30,3200000,0.03,1250000,0.02,-,-,1850000,-,2010
Mike Adams,SS,CLE,29,1366667,0.02,1420000,0.02,-,-,1836667,-,2010
Louis Delmas,FS,DET,23,1487500,0.01,3178000,0.03,-,-,1830500,-,2010
John Henderson,DT,OAK,31,1025000,0.01,1825000,0.02,-,-,1825000,-,2010
Ahmad Brooks,OLB,SF,26,2125000,0.02,2750000,0.03,-,-,1825000,-,2010
Gerald Sensabaugh,S,DAL,27,1815000,0.01,1815000,0.02,-,-,1815000,-,2010
Dave Ball,DE,TEN,26,1809000,0.02,-,-,-,-,1809000,-,2010
Matt Roth,DE,CLE,27,1809000,0.02,-,-,-,-,1809000,-,2010
Byron Leftwich,QB,PIT,30,1750000,0.01,1800000,0.02,-,-,1800000,-,2010
Shaun Cody,DT,HOU,27,1750000,0.02,-,-,-,-,1800000,-,2010
Alan Branch,DT,ARI,25,1398750,0.01,1300000,0.02,-,-,1800000,-,2010
Tony McDaniel,DT,MIA,25,1333333,0.01,1770883,0.02,-,-,1770883,-,2010
Fred Jackson,RB,BUF,29,1875000,0.02,1495000,0.01,-,-,1770000,-,2010
Tim Tebow,QB,DEN,23,2250000,0.02,1767500,0.02,-,-,1767500,-,2010
Mark Anderson,DE,HOU,27,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Stephen Bowen,DE,DAL,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Ricky Brown,LB,OAK,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Barry Cofield,DT,NYG,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Daryn Colledge,G,GB,28,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Brodie Croyle,QB,KC,27,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Reed Doughty,S,WAS,27,1759000,0.01,1759000,0.01,-,-,1759000,-,2010
Abram Elam,S,CLE,28,1759000,0.02,-,-,-,-,1759000,-,2010
Fred Evans,DT,MIN,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Kedric Golston,DT,WAS,27,1759000,0.01,1759000,0.01,-,-,1759000,-,2010
Jerome Harrison,RB,PHI,27,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Jason Hatcher,DE,DAL,28,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Thomas Howard,LB,OAK,27,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Sam Hurd,WR,DAL,25,1759000,0.01,-,-,-,-,1759000,-,2010
D'Qwell Jackson,ILB,CLE,26,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Charlie Johnson,G,IND,26,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Brandon Johnson,LB,CIN,27,1759000,0.02,-,-,-,-,1759000,-,2010
Jeff King,TE,CAR,27,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Sam Koch,P,BAL,28,1759000,0.02,1759000,0.01,-,-,1759000,-,2010
Dawan Landry,S,BAL,27,1759000,0.02,1759000,0.01,-,-,1759000,-,2010
Taitusi Lutui,G,ARI,27,1759000,0.02,-,-,-,-,1759000,-,2010
Richard Marshall,CB,CAR,25,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Corey Mays,LB,KC,26,1759000,0.02,-,-,-,-,1759000,-,2010
Rocky McIntosh,OLB,WAS,27,1759000,0.01,1759000,0.01,-,-,1759000,-,2010
Lance Moore,WR,NO,27,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Jerious Norwood,RB,ATL,27,1759000,0.01,-,-,-,-,1759000,-,2010
Ryan O'Callaghan,T,KC,27,1759000,0.02,-,-,-,-,1759000,-,2010
Jarrad Page,S,NE,25,1759000,0.02,-,-,-,-,1759000,-,2010
Zach Strief,RT,NO,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Kevin Vickerson,DT,SEA,27,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Leon Washington,RB,SEA,28,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Gabe Watson,DT,ARI,26,1759000,0.02,-,-,-,-,1759000,-,2010
George Wilson,S,BUF,29,1759000,0.02,1759000,0.02,-,-,1759000,-,2010
Lawrence Vickers,FB,CLE,27,1759000,0.02,-,-,-,-,1759000,-,2010
Brad Smith,WR,NYJ,26,1759000,0.01,1759000,0.02,-,-,1759000,-,2010
Justin Peelle,TE,ATL,31,1750000,0.01,-,-,-,-,1751667,-,2010
Robbie Gould,K,CHI,28,2583333,0.02,1750000,0.02,-,-,1750000,-,2010
Phillip Buchanon,CB,WAS,29,1500000,0.01,1750000,0.01,-,-,1750000,-,2010
Rashard Mendenhall,RB,PIT,23,2201000,0.02,640000,0.01,-,-,1742500,-,2010
Uche Nwaneri,G,JAC,26,4183500,0.04,-,-,-,-,1736400,-,2010
Ryan Mathews,RB,SD,22,4730000,0.04,4231000,0.05,-,-,1731000,-,2010
Brandon Meriweather,SS,NE,26,1753000,0.02,700000,0.01,-,-,1730000,-,2010
Brian Robiskie,WR,CLE,22,1227688,0.01,1195750,0.02,-,-,1727000,-,2010
Jamaal Jackson,C,PHI,30,1271250,0.01,-,-,-,-,1725000,-,2010
Michael Lewis,S,SF,30,1700000,0.01,-,-,-,-,1700000,-,2010
Atari Bigby,S,GB,28,1699500,0.01,-,-,-,-,1699500,-,2010
Antonio Cromartie,CB,NYJ,26,2500000,0.02,1697500,0.02,-,-,1697500,-,2010
Brandon Graham,DE,PHI,22,3381600,0.03,1690000,0.02,-,-,1690000,-,2010
Jermon Bushrod,G,NO,26,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Jeromey Clary,G,SD,26,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Jon Condo,LS,OAK,29,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Bruce Gradkowski,QB,OAK,27,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Stephon Heyer,T,WAS,26,1684000,0.01,-,-,-,-,1684000,-,2010
Domenik Hixon,WR,NYG,25,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Antonio Johnson,DT,IND,25,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Akeem Jordan,ILB,PHI,24,1684000,0.01,-,-,-,-,1684000,-,2010
Daniel Muir,DT,IND,26,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Ben Patrick,TE,ARI,26,1684000,0.02,-,-,-,-,1684000,-,2010
Nick Roach,ILB,CHI,25,1684000,0.02,1684000,0.02,-,-,1684000,-,2010
Lyle Sendlein,C,ARI,26,1684000,0.02,1684000,0.03,-,-,1684000,-,2010
Jason Snelling,RB,ATL,26,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Pierre Thomas,RB,NO,25,1684000,0.01,1684000,0.02,-,-,1684000,-,2010
Dave Tollefson,DE,NYG,28,1684000,0.01,-,-,-,-,1684000,-,2010
Chris Wilson,LB,WAS,28,1684000,0.01,-,-,-,-,1684000,-,2010
Marshal Yanda,G,BAL,25,1684000,0.01,1684000,0.01,-,-,1684000,-,2010
Dustin Colquitt,P,KC,28,1700000,0.02,1200000,0.01,-,-,1680000,-,2010
Manny Lawson,OLB,SF,26,2780000,0.02,650000,0.01,-,-,1677500,-,2010
Tony Scheffler,TE,DET,27,2356500,0.02,3176000,0.03,-,-,1676000,-,2010
Brian Moorman,P,BUF,34,1791667,0.02,1675000,0.02,-,-,1675000,-,2010
Rian Lindell,K,BUF,33,1930000,0.02,1610000,0.02,-,-,1670000,-,2010
Dwayne Bowe,WR,KC,25,1800000,0.02,750000,0.01,-,-,1650000,-,2010
Nick Harris,P,DET,32,1525000,0.01,-,-,-,-,1641667,-,2010
John McCargo,DT,BUF,27,1605500,0.01,685000,0.01,-,-,1637500,-,2010
Brian Williams,CB,ATL,31,1635000,0.01,-,-,-,-,1635000,-,2010
Aqib Talib,CB,TB,24,2800000,0.04,1334117,0.02,-,-,1634117,-,2010
Kassim Osgood,WR,JAC,30,2225000,0.02,3100000,0.05,-,-,1633333,-,2010
Chilo Rachal,G,SF,24,878500,0.01,1260500,0.01,-,-,1632500,-,2010
Greg Olsen,TE,CHI,25,1548900,0.01,690000,0.01,-,-,1626250,-,2010
Everette Brown,OLB,CAR,23,1075000,0.01,-,-,-,-,1615000,-,2010
David Tyree,WR,NYG,30,1300000,0.01,-,-,-,-,1600000,-,2010
Earl Thomas,FS,SEA,21,3660000,0.03,2000000,0.02,-,-,1600000,-,2010
James Laurinaitis,ILB,STL,23,1272500,0.01,2930000,0.04,-,-,1596666,-,2010
Felix Jones,RB,DAL,23,2105000,0.02,877500,0.01,-,-,1592000,-,2010
Shaun Hill,QB,DET,30,2409113,0.02,1585000,0.02,-,-,1585000,-,2010
Jon Ryan,P,SEA,28,1516667,0.01,1475000,0.02,-,-,1580000,-,2010
Jason Pierre-Paul,DE,NYG,21,3216800,0.02,2325000,0.02,-,-,1575000,-,2010
Ben Grubbs,G,BAL,26,1580000,0.01,680000,0.01,-,-,1560000,-,2010
Shawn Andrews,G,NYG,27,5416667,0.04,1750000,0.02,-,-,1550000,-,2010
Linval Joseph,DT,NYG,21,1077625,0.01,2690500,0.03,-,-,1544500,-,2010
Carlos Rogers,CB,WAS,29,1542000,0.01,1542000,0.01,-,-,1542000,-,2010
Anthony Gonzalez,WR,IND,25,1500000,0.01,695000,0.01,-,-,1541250,-,2010
Vontae Davis,CB,MIA,22,2250000,0.02,4440000,0.05,-,-,1531250,-,2010
Robert Meachem,WR,NO,25,2260000,0.02,727500,0.01,-,-,1530000,-,2010
Clay Matthews,OLB,GB,24,2620000,0.02,4155000,0.04,-,-,1525000,-,2010
Buster Davis,WR,SD,24,1566000,0.01,675000,0.01,-,-,1511000,-,2010
Justin Fargas,RB,DEN,30,1505000,0.01,-,-,-,-,1505000,-,2010
David Anderson,WR,HOU,27,1503333,0.01,-,-,-,-,1503333,-,2010
Seneca Wallace,QB,CLE,30,1550000,0.02,1500000,0.02,-,-,1500000,-,2010
Jay Feely,K,ARI,34,1750000,0.02,1500000,0.02,-,-,1500000,-,2010
